Fecha,Campaña,Dispositivo,Conversiones,Impresiones,Coste,Interacciones,Clics,Envío de formulario,Llamada de teléfono,Contacto,Engagement,Obtener dirección,Acciones categoría de conversión,CTR
2025-01-29,Búsqueda | General,ordenador,1.0,8.29,2.45,4,4,1,0,0,0,0,1,0.0
2025-02-17,Búsqueda | General,tablet,0.0,0.02,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-17,Pmax | Promoción Bonos - MOFU,ordenador,1.0,0.11,0.38,1,1,1,0,0,0,3,4,0.09
2025-02-17,Pmax | Promoción Bonos - MOFU,móbil,0.0,0.55,2.58,15,15,0,0,1,0,17,18,0.27
2025-02-17,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.33,0.2,3,1,0,0,0,0,0,0,0.03
2025-02-17,Pmax | Promoción Bonos - RMK,móbil,1.0,1.45,7.65,17,12,1,0,0,0,1,2,0.08
2025-02-17,Pmax | Promoción Bonos - RMK,tablet,0.0,0.05,0.01,0,0,0,0,0,0,0,0,0.0
2025-02-17,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.13,1.94,2,1,0,0,0,0,0,0,0.08
2025-02-17,Pmax | Promoción Nuevo Centro,móbil,0.0,1.22,4.09,16,9,0,0,0,1,0,1,0.07
2025-02-17,Pmax | Promoción Nuevo Centro,tablet,0.0,0.01,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-18,Búsqueda | General,ordenador,0.0,1.01,6.23,6,6,0,0,0,0,0,0,0.06
2025-02-18,Búsqueda | General,móbil,1.0,7.49,40.64,69,69,1,0,0,0,1,2,0.09
2025-02-18,Búsqueda | General,tablet,0.0,0.39,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-18,Pmax | Promoción Bonos - MOFU,ordenador,0.0,0.13,2.02,2,2,0,0,0,0,0,0,0.15
2025-02-18,Pmax | Promoción Bonos - MOFU,móbil,0.0,0.19,0.48,6,6,0,0,1,5,1,7,0.32
2025-02-18,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.24,0.01,0,0,0,0,0,0,0,0,0.0
2025-02-18,Pmax | Promoción Bonos - RMK,móbil,0.0,1.46,6.01,12,7,0,0,0,1,2,3,0.05
2025-02-18,Pmax | Promoción Bonos - RMK,tablet,0.0,0.02,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-18,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.09,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-18,Pmax | Promoción Nuevo Centro,móbil,0.0,1.08,5.43,13,10,0,0,0,1,0,1,0.09
2025-02-18,Pmax | Promoción Nuevo Centro,TV,0.0,0.01,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-19,Búsqueda | General,ordenador,0.0,1.49,9.39,8,8,0,0,0,0,0,0,0.05
2025-02-19,Búsqueda | General,móbil,3.0,6.89,32.23,55,55,3,0,0,8,2,13,0.08
2025-02-19,Búsqueda | General,tablet,0.0,0.21,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-19,Pmax | Promoción Bonos - MOFU,ordenador,0.0,0.08,0.2,1,1,0,0,0,0,0,0,0.12
2025-02-19,Pmax | Promoción Bonos - MOFU,móbil,0.0,0.4,2.62,12,12,0,0,2,1,1,4,0.3
2025-02-19,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.51,0.14,1,0,0,0,0,0,0,0,0.0
2025-02-19,Pmax | Promoción Bonos - RMK,móbil,0.0,2.23,4.18,13,11,0,0,0,18,0,18,0.05
2025-02-19,Pmax | Promoción Bonos - RMK,tablet,0.0,0.04,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-19,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.23,1.18,2,1,0,0,0,0,0,0,0.04
2025-02-19,Pmax | Promoción Nuevo Centro,móbil,0.0,1.16,5.25,11,5,0,0,0,0,0,0,0.04
2025-02-19,Pmax | Promoción Nuevo Centro,tablet,0.0,0.02,0.01,1,0,0,0,0,0,0,0,0.0
2025-02-19,Pmax | Promoción Nuevo Centro,TV,0.0,0.02,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-20,Búsqueda | General,ordenador,1.0,1.22,4.0,5,5,1,0,0,0,0,1,0.04
2025-02-20,Búsqueda | General,móbil,3.0,5.62,37.68,58,58,3,0,0,1,2,6,0.1
2025-02-20,Búsqueda | General,tablet,0.0,0.12,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-20,Pmax | Promoción Bonos - MOFU,ordenador,0.0,0.08,0.61,1,1,0,0,0,0,0,0,0.12
2025-02-20,Pmax | Promoción Bonos - MOFU,móbil,2.0,0.33,1.76,12,12,2,0,1,0,3,6,0.36
2025-02-20,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.18,1.49,1,1,0,0,0,0,0,0,0.06
2025-02-20,Pmax | Promoción Bonos - RMK,móbil,0.0,1.54,6.43,25,22,0,0,0,0,0,0,0.14
2025-02-20,Pmax | Promoción Bonos - RMK,tablet,0.0,0.01,0.0,1,0,0,0,0,0,0,0,0.0
2025-02-20,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.34,0.42,1,0,0,0,0,0,0,0,0.0
2025-02-20,Pmax | Promoción Nuevo Centro,móbil,2.0,1.46,4.53,27,11,2,0,0,2,1,5,0.08
2025-02-20,Pmax | Promoción Nuevo Centro,tablet,0.0,0.07,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-20,Pmax | Promoción Nuevo Centro,TV,0.0,0.06,0.01,2,0,0,0,0,0,0,0,0.0
2025-02-21,Búsqueda | General,ordenador,0.0,1.28,2.07,4,4,0,0,0,0,0,0,0.03
2025-02-21,Búsqueda | General,móbil,1.0,6.28,23.07,43,43,1,0,0,1,2,4,0.07
2025-02-21,Búsqueda | General,tablet,0.0,0.06,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-21,Pmax | Promoción Bonos - MOFU,ordenador,1.0,0.09,0.34,2,2,1,0,0,0,0,1,0.22
2025-02-21,Pmax | Promoción Bonos - MOFU,móbil,1.0,0.29,1.33,11,11,1,0,0,1,1,3,0.38
2025-02-21,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.28,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-21,Pmax | Promoción Bonos - RMK,móbil,0.0,1.64,4.51,13,5,0,0,0,2,1,3,0.03
2025-02-21,Pmax | Promoción Bonos - RMK,tablet,0.0,0.03,0.0,1,0,0,0,0,0,0,0,0.0
2025-02-21,Pmax | Promoción Bonos - RMK,TV,0.0,0.02,0.04,1,0,0,0,0,0,0,0,0.0
2025-02-21,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.21,1.35,1,1,0,0,0,0,0,0,0.05
2025-02-21,Pmax | Promoción Nuevo Centro,móbil,0.0,1.75,2.08,18,9,0,0,0,0,1,1,0.05
2025-02-21,Pmax | Promoción Nuevo Centro,tablet,0.0,0.02,0.0,1,0,0,0,0,0,0,0,0.0
2025-02-21,Pmax | Promoción Nuevo Centro,TV,0.0,0.1,0.53,2,0,0,0,0,0,0,0,0.0
2025-02-22,Búsqueda | General,ordenador,0.0,0.64,2.27,3,3,0,0,0,0,1,1,0.05
2025-02-22,Búsqueda | General,móbil,3.0,7.26,30.98,58,58,3,0,0,4,1,8,0.08
2025-02-22,Búsqueda | General,tablet,0.0,0.06,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Bonos - MOFU,ordenador,0.0,0.02,0.1,1,1,0,0,0,0,0,0,0.5
2025-02-22,Pmax | Promoción Bonos - MOFU,móbil,0.0,0.28,0.65,8,8,0,0,3,0,1,4,0.29
2025-02-22,Pmax | Promoción Bonos - MOFU,tablet,0.0,0.01,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.33,0.01,1,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Bonos - RMK,móbil,0.0,3.25,4.68,27,14,0,0,0,4,0,4,0.04
2025-02-22,Pmax | Promoción Bonos - RMK,tablet,0.0,0.07,0.08,2,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Bonos - RMK,TV,0.0,0.1,0.17,3,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.49,0.15,2,1,0,0,0,0,0,0,0.02
2025-02-22,Pmax | Promoción Nuevo Centro,móbil,0.0,2.09,5.18,30,13,0,0,0,0,6,6,0.06
2025-02-22,Pmax | Promoción Nuevo Centro,tablet,0.0,0.09,0.05,1,0,0,0,0,0,0,0,0.0
2025-02-22,Pmax | Promoción Nuevo Centro,TV,0.0,0.05,0.12,3,0,0,0,0,0,0,0,0.0
2025-02-23,Búsqueda | General,ordenador,0.0,0.75,0.31,1,1,0,0,0,0,0,0,0.01
2025-02-23,Búsqueda | General,móbil,1.0,7.23,24.96,47,47,1,0,0,1,6,8,0.07
2025-02-23,Búsqueda | General,tablet,0.0,0.21,0.23,1,1,0,0,0,1,0,1,0.05
2025-02-23,Pmax | Promoción Bonos - MOFU,móbil,1.0,0.26,1.1,6,6,1,0,1,0,0,2,0.23
2025-02-23,Pmax | Promoción Bonos - RMK,ordenador,0.0,0.13,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-23,Pmax | Promoción Bonos - RMK,móbil,0.0,2.91,8.6,22,16,0,0,0,1,0,1,0.05
2025-02-23,Pmax | Promoción Bonos - RMK,tablet,0.0,0.12,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-23,Pmax | Promoción Bonos - RMK,TV,0.0,0.06,0.05,1,0,0,0,0,0,0,0,0.0
2025-02-23,Pmax | Promoción Nuevo Centro,ordenador,0.0,0.17,1.36,1,1,0,0,0,0,3,3,0.06
2025-02-23,Pmax | Promoción Nuevo Centro,móbil,0.0,1.3,4.58,11,11,0,0,0,0,1,1,0.08
2025-02-23,Pmax | Promoción Nuevo Centro,tablet,0.0,0.01,0.0,0,0,0,0,0,0,0,0,0.0
2025-02-23,Pmax | Promoción Nuevo Centro,TV,0.0,0.03,0.01,2,0,0,0,0,0,0,0,0.0
